source;country;speciality;#;gender;ethnicity;Is_foreigner;age;experience_level;was_awarded;has_photo;num_stars;num_reviews
top doctors;Mexico;dermatologia;0;female;hispanic;False;35.0;senior2-level;False;True;5.0;2
top doctors;Mexico;dermatologia;1;female;hispanic;False;29.0;senior2-level;False;True;5.0;5
top doctors;Mexico;dermatologia;1;male;hispanic;False;null;senior2-level;False;True;4.0;7
top doctors;Mexico;dermatologia;2;female;hispanic;False;null;null;False;True;5.0;1
top doctors;Mexico;dermatologia;2;female;hispanic;False;33.0;senior2-level;False;True;5.0;2
top doctors;Mexico;dermatologia;3;female;hispanic;False;null;senior2-level;False;True;5.0;5
top doctors;Mexico;dermatologia;3;female;hispanic;False;null;senior2-level;False;True;5.0;6
top doctors;Mexico;dermatologia;4;male;hispanic;False;54.0;senior2-level;False;True;5.0;1
top doctors;Mexico;dermatologia;5;female;hispanic;False;51.0;senior2-level;False;True;5.0;7
top doctors;Mexico;dermatologia;5;male;hispanic;False;67.0;senior2-level;False;True;5.0;4
top doctors;Mexico;dermatologia;6;female;japanese-arab;True;null;mid-level;False;True;0.0;0
top doctors;Mexico;dermatologia;6;female;hispanic;False;58.0;senior2-level;True;True;5.0;9
top doctors;Mexico;dermatologia;7;female;hispanic;False;30.0;senior2-level;False;True;5.0;2
top doctors;Mexico;dermatologia;8;female;german;True;null;senior2-level;False;True;5.0;4
top doctors;Mexico;dermatologia;11;male;hispanic;False;33.0;senior2-level;False;True;5.0;9
top doctors;Mexico;dermatologia;12;female;hispanic;False;29.0;senior2-level;False;True;5.0;2
top doctors;Mexico;dermatologia;14;male;hispanic;False;50.0;senior2-level;False;True;0.0;0
top doctors;Mexico;dermatologia;16;male;hispanic;False;26.0;senior2-level;False;True;0.0;0
top doctors;Mexico;dermatologia;17;female;hispanic-arab;False;19.0;senior2-level;False;True;5.0;6
top doctors;Mexico;dermatologia;19;female;hispanic;False;26.0;mid-level;False;True;5.0;6
top doctors;Mexico;endocrinologia;0;male;hispanic;False;54.0;senior2-level;False;True;5.0;1
top doctors;Mexico;endocrinologia;0;male;hispanic;False;null;mid-level;False;True;5.0;9
